amariconada,a**********
amariconadas,a***********
amariconado,a**********
amariconados,a***********
bastardo,b*******
boluda,b*****
boludo,b*****
cabrón,c*****
cabrona,c******
cabronas,c*******
cabronazo,c********
cabronazos,c*********
cabrones,c*******
cabronzuela,c**********
cabronzuelo,c**********
cagada,c*****
cagadas,c******
cagado,c*****
cagados,c******
cagarla,c******
cagaron,c******
cagotiza,c*******
calientahuevos,c*************
chúpamela,c********
chaqueta,c*******
chaqueto,c*******
chingón,c******
chingada,c*******
chingadera,c*********
chingaderita,c***********
chingaderota,c***********
chingado,c*******
chingados,c********
chingan,c******
chingando,c********
chingaquedito,c************
chingar,c******
chingaron,c********
chingarse,c********
chingo,c*****
chingonería,c**********
chingos,c******
coñito,c*****
coñitos,c******
coño,c***
coños,c****
culera,c*****
culero,c*****
culito,c*****
culo,c***
culote,c*****
encabronada,e**********
encabronado,e**********
encabronar,e*********
enculado,e*******
enculados,e********
encularse,e********
enputa,e*****
enputadísimo,e***********
enputada,e*******
enputado,e*******
enputar,e******
enputas,e******
enputo,e*****
güey,gü**
güeyes,gü****
huevón,h*****
idiota,i*****
idiotas,i******
imbécil,i******
imbéciles,i********
jódete,j*****
jodón,j****
joda,j***
joder,j****
jodes,j****
jodió,j****
jodida,j*****
jodidas,j******
jodido,j*****
jodieron,j*******
jodimos,j******
jotísimo,j*******
jotete,j*****
jotito,j*****
joto,j***
lamehuevos,l*********
madrazo,m******
madriza,m******
mamón,m****
mamada,m*****
mamadas,m******
mamadita,m*******
mamaditas,m********
mamar,m****
mames,m****
maricón,m******
marica,m*****
maricona,m*******
maricones,m********
mierda,m*****
mierdero,m*******
ojete,o****
ojetes,o*****
panocha,p******
panochas,p*******
pedo,p***
pedos,p****
pelotudo,p*******
pelotudos,p********
pendeja,p******
pendejada,p********
pendejadas,p*********
pendejadita,p**********
pendejita,p********
pendejitas,p*********
pendejito,p********
pendejitos,p*********
pendejo,p******
pepa,p***
pinche,p*****
pinches,p******
pitero,p*****
pito,p***
pitos,p****
puñetas,p*****s
putón,p****
puta,p***
putazo,p*****
putazos,p******
putero,p*****
putita,p*****
putito,p*****
puto,p***
putona,p*****
putonas,p******
putones,p******
putos,p****
rechinga,r*******
teta,t***
tetas,t****
verga,v****
vergas,v*****
vergota,v******
vergotas,v*******
vergudo,v******
verguita,v*******
verguitas,v********
